fiscal_year,agency_name,payee_name,payee_zip,amount,purpose_of_payment_baltimore_county_only,mbe,agency_name_clean
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SWIVEL,94025,73149,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,THE HOME DEPOT PRO,30384-4468,72502.13,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SIMMONS CENTER MARKET,21613,71658.83,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,CAMBRIDGE SOUTH DORCHESTER HIGH SCHOOL,21613,71329.66,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"THOMAS,J T - BUS",21631,70200.67,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"PARLIGHTS, INC",21701,68570.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"DUNNOCK,C E,TRANS INC - BUS",21613,68348.72,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,NORTH DORCHESTER HIGH SCHOOL,21643,67668.23,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,AVID CENTER,92123,63216,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,REGIONAL TRAINING CENTER,07869,60456,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,UNIVERSITY OF PHOENIX,85072,60304.7,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SALISBURY UNIVERSITY,21802-2195,59969.34,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,FPC DISTRIBUTION,21075,59710.19,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,JAMES COLLINS,21613,58533.36,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"R & R TRANSPORTATION,INC - BUS",21643,58238.3,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MARYLAND UNEMPLOYMENT INSURANCE FUND,21203-0084,57364.14,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,VERIZON WIRELESS,07101-6810,56597.31,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,ETR,95066,56238.9,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MID SHORE COMMUNITY MEDIATION,21601,56000,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MUNICIPAL UTILITIES COMMISSION,21613,55495.87,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,BELL TECH LOGIX,19182-3342,55018.08,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"CASEWORTHY, INC",84170,54497.5,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,HAVTECH,21297,53644.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"NATIONAL HVAC SERVICE",19973,51516.6,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,DIANA L MITCHELL,20774,50000,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,UNITED ENERGY TRADING LLC,19178-9657,49087.97,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,YOUTH IN TRANSITION SCHOOL,21244,48832.66,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,M.A. FABRICATION,21664,47635,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MD CHILD SUPPORT ACCOUNT,21297-1396,47394.68,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,NORTHBAY,21901,47280,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,FAILURE FREE READING,28026,45000,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,EDMENTUM,55437,44642,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,ZONAR SYSTEMS,75320-1580,43719.99,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,THE HARBOUR SCHOOL,21122,41726,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"RUN 29, LLC",21643,41634.84,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MANAGE MINDFULLY,11241,41404.44,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MICROGRAPHIC EQUIPMENT DESIGN,21108,40669.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,JOHNSON CONTROLS,75373,38809.65,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,TIME CLOCK PLUS LLC,80291-3377,38806.02,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,TGM GROUP  LLC,21804,38800,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,GOUCHER COLLEGE,21204,37647,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,EMMAJANE OLINDE,21826,37460,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,HERSHEY CREAMERY COMPANY,17101-2815,37113.46,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SHORE DISTRIBUTORS,21802,36865.12,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"CIT BANK, N.A.",60673-1211,36725.79,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,A.E. MOORE JANITORIAL,19966,36505.62,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,CHOPTANK ELECTRIC COOPERATIVE,21629,35849.61,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,DCPS SCHOLARSHIPS/MSCF,21601,34750,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SCHOOL SPECILIATY,19182-5640,34559.32,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"R. E. MICHEL COMPANY, INC.",21203,34138.72,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,HILL'S ELECTRIC MOTOR,21835,31691.68,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,DISCOVERY EDUCATION,30374-4954,31585.6,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,WGL ENERGY SERVICES,19101-5047,30390.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"NAVIANCE",63150-4571,29979,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,LEXIA LEARNING SYSTEMS LLC,01742,28809,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,CARMAX,21801,28343.94,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,BRIGHTSTAR CARE,21114,28013.25,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MABE,21401,27968,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"CAPITAL BOILER WORKS, INC",22151,26713.19,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,TCI,90607,26144,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,BAY COUNTRY SECURITY,21613,25855.5,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SITE ONE LANDSCAPE SUPPLY,60673-1241,25737.49,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,WILSON LANGUAGE TRAINING,01540,25116.36,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,AMAZON CAPITAL SERVICE,98124,144075.61,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,ANNE ARUNDEL CO. PUBLI,21401,27756,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,ARCADIA SOLAR LLC,55126,52622.38,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,BANK OF AMERICA,19886,202015.83,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,BCI CAPITAL MANAGEMENT,32801,154419.29,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CAPITOL BOILER WORKS,22151,45346.33,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CAREFIRST BLUECROSS/BL,21279,3724317.84,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CDW GOVERNMENT INC,60061,248310.2,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CHESTER RIVER DIESEL L,21668,60017.93,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CHOPTANK ELECTRIC,21629,150867.2,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CHYKE MAURICE & ASSOCI,21802,37800,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CLOVERLAND FARMS DAIRY,02241,71054.34,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,"DAVID A. BRAMBLE, INC.",21620,85655,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,DE NICHOLSON PLUMBING,21678,66975,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,DELL FINANCIAL SERVICE,78662,97145.24,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,DELMARVA POWER,19101,88914.29,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,DELMARVA VETERAN BUILD,21801,475010.89,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,DISCOVERY EDUCATION,28209,32790.5,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,DREAMBOX LEARNING,98004,49345,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,EDGENUITY INC,82250,47399,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,EDUCATIONAL FACILITIES,21409,48530,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,ENTERPRISE FLEET MANAG,64180,31042.19,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,QUEEN ANNE'S CO. SCHOOL,21617,25383,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,FPC DISTRIBUTION,21075,92104.52,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,FRONTLINE TECHNOLOGIES,60631,38647.93,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,"IMAGINE LEARNING, INC",84604,198000,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,KENT CO OFFICE OF FINA,21620,32873.02,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,THE COUNTY COMMISSIONE,21620,178170.45,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,KENT CO COMMISSIONERS,21620,79209.45,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,KENT COUNTY HEALTH DEP,21620,499666.07,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,"LABOR FIRST, LLC",08054,803315.86,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,LAKESHORE LEARNING MAT,90895,58258.2,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,LEXIA LEARNING,01742,129631.63,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,MABE GROUP INSURANCE P,21401,109384,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,MABE-WORKERS' COMP SEL,21401,177122,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,MARYLAND STATE RETIREM,21202,865101.92,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,MCGRAW-HILL COMPANIES,43218,283131.44,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,"NAVIGATE360 LLC",44193,64927.5,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,NEWSELA,10110,55828,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,OFFICE DEPOT,21046,32626.81,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,P K LAW,21204,90945.8,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,"POWER SCHOOL GROUP, LL",18018,194280.02,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,PROVIDENT LIFE AND ACC,30384,41051.83,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,SECURITY BENEFITS GROU,66675,114558.43,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,SERVPRO OF MID-UPPER,21830,125000,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,SHOREHAVEN INC,21921,181446.9,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,SOLIANT HEALTH,30084,36496,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,SPECIALIZED EDUCATION,08103,88777.91,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,STANDARD INSURANCE CO,97228,83064.93,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,SYSCO EASTERN MD,21851,440950.39,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,TEN4,21211,52871.24,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,TGM GROUP LLC,21804,39965,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,TOP NOTCH LAWN CARE,21640,69315.5,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,TRANSFORMING LIVES INC,19709,297000,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,US BANK EQUIPMENT FINA,56258,78796.36,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,VARIABLE ANNUITY LIFE,75303,297747.82,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,VERIZON WIRELESS,07101,172249.45,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,W.B. MASON,02301,32833.1,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,WASTE MANAGEMENT OF DE,21046,59973.75,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,WEX BANK (ROYAL FARMS),60197,34220.76,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,"WGL ENERGY SERVICES, I",22102,80413.49,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,XEROX CORPORATION,19182,93572.89,NA,NA,KENT COUNTY PUBLIC SCHOOLS
