Fiscal Year,Agency Name,Payee Name,Payee Zip,Amount,Purpose of Payment (Baltimore County only),MBE
2010,Montgomery County Public School,Childcraft Education Corp,,,,
2010,Montgomery County Public School,"Chisley, F. Franklin",,,,
2010,Montgomery County Public School,City Of Rockville,,,,
2010,Montgomery County Public School,Class.Com,,,,
2010,Montgomery County Public School,Classroomdirect,,,,
2010,Montgomery County Public School,Clifton Gunderson LLP,,,,
2010,Montgomery County Public School,Clinton Learning Solutions LLC,,,,
2010,Montgomery County Public School,CN Robinson Lighting Supply Co,,,,
2010,Montgomery County Public School,Cochran Stephenson & Donkervoet Inc,,,,
2010,Montgomery County Public School,Cogent Communications,,,,
2010,Montgomery County Public School,College Entrance Examination Board,,,,
2010,Montgomery County Public School,Colossal Contractors Inc,,,,
2010,Montgomery County Public School,Comcast,,,,
2010,Montgomery County Public School,Commercial Art Supply,,,,
2010,Montgomery County Public School,Community School Of Maryland,,,,
2010,Montgomery County Public School,Community Support Services,,,,
2010,Montgomery County Public School,Computer Associates,,,,
2010,Montgomery County Public School,Con Agra Foods Packaged Foods,,,,
2010,Montgomery County Public School,Continental Press,,,,
2010,Montgomery County Public School,Control Sources LLC,,,,
2010,Montgomery County Public School,Control Systems Sales II Corporation,,,,
2010,Montgomery County Public School,Copiers Plus Inc,,,,
2010,Montgomery County Public School,Corbett Technology Solutions,,,,
2010,Montgomery County Public School,Corporate Occupational Health Solutions,,,,
2010,Montgomery County Public School,"Costantino Esq, Cathy",,,,
2010,Montgomery County Public School,Criswell Chevrolet,,,,
2010,Montgomery County Public School,Crystal Springs Water,,,,
2010,Montgomery County Public School,CSI Equipment Inc,,,,
2010,Montgomery County Public School,CTB/Mcgraw-Hill,,,,
2010,Montgomery County Public School,CTL Communications Televideo,,,,
2010,Montgomery County Public School,Curriculum Associates,,,,
2010,Montgomery County Public School,D & A Dunlevy Landscapers Inc,,,,
2010,Montgomery County Public School,D & B Distributing Co Inc,,,,
2010,Montgomery County Public School,D&H Distributing Company,,,,
2010,Montgomery County Public School,Dade Paper Co,,,,
2010,Montgomery County Public School,Dairy Maid Dairy Inc,,,,
2010,Montgomery County Public School,Daktronics Inc,,,,
2010,Montgomery County Public School,Daly Computers Inc,,,,
2010,Montgomery County Public School,Data Networks Inc,,,,
2010,Montgomery County Public School,Davidson Titles Inc,,,,
2010,Montgomery County Public School,Davis Publications Inc,,,,
2010,Montgomery County Public School,Dawkins Management Inc,,,,
2010,Montgomery County Public School,Daycon Products Co Inc,,,,
2010,Montgomery County Public School,Delcoline Inc,,,,
2010,Montgomery County Public School,Dell Financial Services LLC,,,,
2010,Montgomery County Public School,Dell Marketing LP,,,,
2010,Montgomery County Public School,Delmar Architects,,,,
2010,Montgomery County Public School,Demco Inc,,,,
2010,Montgomery County Public School,Demoulin Bros & Co,,,,
2010,Montgomery County Public School,Denison Landscaping Inc,,,,
2010,Montgomery County Public School,Department Of Health And Human Services,,,,
2010,Montgomery County Public School,Deutsche Bank NTC,,,,
2010,Montgomery County Public School,DGS Educational Products,,,,
2010,Montgomery County Public School,Digi-Block Inc,,,,
2010,Montgomery County Public School,"Dillon, Alice",,,,
2010,Montgomery County Public School,Direct Energy,,,,
2010,Montgomery County Public School,Discovery Education,,,,
2010,Montgomery County Public School,Diversified Educational Systems Inc,,,,
2010,Montgomery County Public School,Diversified Environmental Inc,,,,
2010,Montgomery County Public School,Divine Arbor Services LLC,,,,
2010,Montgomery County Public School,Dixie Electric Inc,,,,
2010,Montgomery County Public School,DLA Piper Rudnick Gray Cary US LLP,,,,
2010,Montgomery County Public School,Dori Foods Inc,,,,
2010,Montgomery County Public School,Double K Contractors Inc,,,,
2010,Montgomery County Public School,Douron Incorporated,,,,
2010,Montgomery County Public School,Dustin Construction Inc,,,,
2010,Montgomery County Public School,Dustin Enterprises Inc,,,,
2010,Montgomery County Public School,Eagle Mat & Floor Products Inc,,,,
2010,Montgomery County Public School,EAI Security Systems Inc,,,,
2010,Montgomery County Public School,Earthera Renewable Energy Trust,,,,
2010,Montgomery County Public School,East West Telecommunications,,,,
2010,Montgomery County Public School,Eastern Food Services Inc,,,,
2010,Montgomery County Public School,EBSCO Industries Inc,,,,
2010,Montgomery County Public School,ECS Mid Atlantic LLC,,,,
2010,Montgomery County Public School,Edline,,,,
2010,Montgomery County Public School,Education Consulting Services Inc,,,,
2010,Montgomery County Public School,Edvotek Inc,,,,
2010,Montgomery County Public School,"EELDS, LLC",,,,
2010,Montgomery County Public School,"Egel, Andrew L",,,,
2010,Montgomery County Public School,EIS Office Solutions Inc,,,,
2010,Montgomery County Public School,Elcon Enterprises Inc,,,,
2010,Montgomery County Public School,Electronix Express,,,,
2010,Montgomery County Public School,Elgin School Supply Co Inc,,,,
2010,Montgomery County Public School,Elsevier Inc,,,,
2010,Montgomery County Public School,EMH Environmental Inc,,,,
2010,Montgomery County Public School,Encyclopaedia Britannica Inc.,,,,
2010,Montgomery County Public School,Environmental Consultants And Contractors Inc,,,,
2010,Montgomery County Public School,Environmental Group Inc,,,,
2010,Montgomery County Public School,Envision Technology,,,,
2010,Montgomery County Public School,Episcopal Center For Children,,,,
2010,Montgomery County Public School,Eric Armin Inc,,,,
2010,Montgomery County Public School,Excelsior Software,,,,
2010,Montgomery County Public School,Facts On File Inc,,,,
2010,Montgomery County Public School,Falcon Security,,,,
2010,Montgomery County Public School,Family Support Center Inc,,,,
2010,Montgomery County Public School,Feesers Inc,,,,
2010,Montgomery County Public School,Finley Asphalt & Sealing Inc,,,,
2010,Montgomery County Public School,Fire-Mak Inc,,,,
2010,Montgomery County Public School,Fisher Scientific Company,,,,
2010,Montgomery County Public School,Fitness Resource,,,,
2010,Montgomery County Public School,FL Chamberlain School,,,,
2010,Montgomery County Public School,Follett Educational Services,,,,
2010,Montgomery County Public School,Food Pro,,,,
2010,Montgomery County Public School,Forbush @ Oakmont,,,,
2010,Montgomery County Public School,Form Plastics Company,,,,
2010,Montgomery County Public School,Formost Graphic Comm Inc,,,,
2010,Montgomery County Public School,Foundation School,,,,
2010,Montgomery County Public School,Fox Micro International,,,,
2010,Montgomery County Public School,Frank Parsons Inc,,,,
2010,Montgomery County Public School,Freestyle Photographic,,,,
2010,Montgomery County Public School,Funds For Learning LLC,,,,
2010,Montgomery County Public School,FWD Media Inc,,,,
2010,Montgomery County Public School,G E Richards Graphics of Maryland,,,,
2010,Montgomery County Public School,Gaithersburg Equipment Co,,,,
2010,Montgomery County Public School,Gale/Cengage Learning,,,,
2010,Montgomery County Public School,Gametime/West Recreation,,,,
2010,Montgomery County Public School,Gartner Inc,,,,
2010,Montgomery County Public School,General Automotive Servicenter,,,,
2010,Montgomery County Public School,George B Thomas Learning,,,,
2010,Montgomery County Public School,George Mason University,,,,
2010,Montgomery County Public School,George Washington University,,,,
2010,Montgomery County Public School,Germantown Construction Services,,,,
2010,Montgomery County Public School,Giacalone & Associates LLC,,,,
2010,Montgomery County Public School,Glencoe Publishing Co,,,,
2010,Montgomery County Public School,Glennco Inc,,,,
2010,Montgomery County Public School,Glover Equipment Sales Grp LLC,,,,
2010,Montgomery County Public School,Golden Construction Inc,,,,
2010,Montgomery County Public School,"Gompers, James E",,,,
2010,Montgomery County Public School,Good Shepherd Center,,,,
2010,Montgomery County Public School,Goodheart Willcox Company Inc,,,,
2010,Montgomery County Public School,Gopher,,,,
2010,Montgomery County Public School,Graybar Electric Company Inc,,,,
2010,Montgomery County Public School,Great Books Foundation,,,,
2010,Montgomery County Public School,Grieves Worrall Wright & O'Hatnick Inc,,,,
2010,Montgomery County Public School,Grimm & Parker,,,,
2010,Montgomery County Public School,Guitar Center Inc,,,,
2010,Montgomery County Public School,H & S Bakery Inc,,,,
2010,Montgomery County Public School,H Schrier & Company Inc,,,,
2010,Montgomery County Public School,Hadley Farms Inc,,,,
2010,Montgomery County Public School,"Haggerty, John",,,,
2010,Montgomery County Public School,Harbour School,,,,
2010,Montgomery County Public School,Harco Auto Electric & Parts,,,,
2010,Montgomery County Public School,Hartford Computer Hardware Inc,,,,
2010,Montgomery County Public School,HBW Group,,,,
2010,Montgomery County Public School,Heinemann,,,,
2010,Montgomery County Public School,Heller Electric Co Inc,,,,
2010,Montgomery County Public School,Henley Construction Co Inc,,,,
2010,Montgomery County Public School,Henry Schein Inc,,,,
2010,Montgomery County Public School,Hercules Fence Of Maryland LLC,,,,
2010,Montgomery County Public School,Herff Jones Inc,,,,
2010,Montgomery County Public School,Herman Born & Sons Inc,,,,
2010,Montgomery County Public School,"Herndon, Darryl",,,,
2010,Montgomery County Public School,Hess Construction Company Inc,,,,
2010,Montgomery County Public School,Hi Solutions Inc,,,,
2010,Montgomery County Public School,Highway & Safety Services Inc,,,,
2010,Montgomery County Public School,HMH Supplemental Publishers Inc,,,,
2010,Montgomery County Public School,Holt Paper & Chemical Co,,,,
2010,Montgomery County Public School,Home Health Connection Inc,,,,
2010,Montgomery County Public School,Hood College,,,,
2010,Montgomery County Public School,Hord Coplan Macht Inc,,,,
2010,Montgomery County Public School,Houghton Mifflin Harcourt Publishing Company,,,,
2010,Montgomery County Public School,House of Raeford Farms Inc,,,,
2010,Montgomery County Public School,Hughes Landscaping and Supply Inc,,,,
2010,Montgomery County Public School,Hurley Company,,,,
2010,Montgomery County Public School,"Hydrocarbon Recovery Services, Inc",,,,
2010,Montgomery County Public School,I Assessment LLC,,,,
2010,Montgomery County Public School,iAssessment LLC,,,,
2010,Montgomery County Public School,IB Source,,,,
2010,Montgomery County Public School,IBM Corporation,,,,
2010,Montgomery County Public School,Identity Inc,,,,
2010,Montgomery County Public School,Ikon Office Solutions Inc,,,,
2010,Montgomery County Public School,Indco Inc,,,,
2010,Montgomery County Public School,Information Techn & Communicat,,,,
2010,Montgomery County Public School,Intac Inc,,,,
2010,Montgomery County Public School,Integrated Food Service,,,,
2010,Montgomery County Public School,Integrity School Supplies,,,,
2010,Montgomery County Public School,Interagency Coordinating Board for Community Use of Public Facilities,,,,
2010,Montgomery County Public School,International Baccalaureate,,,,
2010,Montgomery County Public School,Interstate Corp,,,,
2010,Montgomery County Public School,Interstate Office Supply,,,,
2010,Montgomery County Public School,iParadigms LLC,,,,
2010,Montgomery County Public School,Irwin Seating Company,,,,
2010,Montgomery County Public School,Ivymount School,,,,
2010,Montgomery County Public School,J & L Services Inc,,,,
2010,Montgomery County Public School,J E Wood & Sons Co Inc,,,,
2010,Montgomery County Public School,J Vinton Schafer & Sons,,,,
2010,Montgomery County Public School,J.G. Parks & Son,,,,
2010,Montgomery County Public School,James Posey Associates Inc,,,,
2010,Montgomery County Public School,Janis Group Inc,,,,
2010,Montgomery County Public School,Jasons Music Center Inc,,,,
2010,Montgomery County Public School,Jefferson School,,,,
2010,Montgomery County Public School,Jennie-O Turkey Store LLC,,,,
2010,Montgomery County Public School,Jimmie Muscatello'S Uniform,,,,
2010,Montgomery County Public School,JK Architects & Associates,,,,
2010,Montgomery County Public School,Jl Electric,,,,
2010,Montgomery County Public School,JM Smucker Company,,,,
2010,Montgomery County Public School,Johns Hopkins University,,,,
2010,Montgomery County Public School,Johnson & Towers Inc,,,,
2010,Montgomery County Public School,Johnson Truck Center LLC,,,,
2010,Montgomery County Public School,Jostens Inc,,,,
2010,Montgomery County Public School,JR Simplot Company,,,,
2010,Montgomery County Public School,JSB Industries,,,,
2010,Montgomery County Public School,K & M Supply  Inc,,,,
2010,Montgomery County Public School,K Neal Idealease Inc,,,,
2010,Montgomery County Public School,K Neal International Trucks,,,,
2010,Montgomery County Public School,K Neal International Trucks Inc,,,,
2010,Montgomery County Public School,Kaplan Early Learning Co,,,,
2010,Montgomery County Public School,Karetas Foods Inc,,,,
2010,Montgomery County Public School,Keller Brothers Inc,,,,
2010,Montgomery County Public School,Kellogg's,,,,
2010,Montgomery County Public School,Kennedy Krieger Institute,,,,
2010,Montgomery County Public School,Key Mix Corporation,,,,
2010,Montgomery County Public School,Kingmor Supply Inc,,,,
2010,Montgomery County Public School,"Kortecamp, Karen",,,,
2010,Montgomery County Public School,"Krew, Jeffrey A",,,,
2010,Montgomery County Public School,Kunz Inc,,,,
2010,Montgomery County Public School,LA Fritter & Son Inc,,,,
2010,Montgomery County Public School,Lab Safety Supply Inc,,,,
2010,Montgomery County Public School,Lab School Of Washington,,,,
2010,Montgomery County Public School,Lafarge Mid Atlantic Inc,,,,
2010,Montgomery County Public School,Lakeshore Learning Materials,,,,
2010,Montgomery County Public School,Lancaster Foods Inc,,,,
2010,Montgomery County Public School,Land O'Lakes Inc,,,,
2010,Montgomery County Public School,Language Line Services,,,,
2010,Montgomery County Public School,LanSchool Technologies LLC,,,,
2010,Montgomery County Public School,Laurel Hall School,,,,
2010,Montgomery County Public School,Lawn & Power Equipment,,,,
2010,Montgomery County Public School,Lawson Software Americas Inc,,,,
2010,Montgomery County Public School,Leary School,,,,
