fiscal_year,agency_name,payee_name,payee_name_clean,payee_zip,amount,purpose_of_payment_baltimore_county_only,mbe,agency_name_clean
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MABE GROUP INSURANCE POOL,MABE GROUP INSURANCE POOL,21401,270350,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,DISCOVERY EDUCATION,DISCOVERY EDUCATION,30374-4954,37093.6,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,DELMARVA POWER,DELMARVA POWER,19101,371614.6,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"NIXON SR., VINCENT W.","NIXON SR., VINCENT W.",21643,325075.52,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MSDE  -  ADM & FINANCE,MSDE  -  ADM & FINANCE,21201,26539.62,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,SALISBURY UNIVERSITY,SALISBURY UNIVERSITY,21802-2195,103304,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,DISYS SOLUTIONS INC,DISYS SOLUTIONS INC,20147,90725.04,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,SCHOOL SPECIALTY,SCHOOL SPECIALTY,60693-0326,44508.02,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,WILSON LANGUAGE TRAINING,WILSON LANGUAGE TRAINING,01540,250238.08,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,A.E. MOORE JANITORIAL,A. E. MOORE JANITORIAL INC,19966,57791.8,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"EMH ENVIRONMENTAL, INC.",EMH ENVIRONMENTAL INC,21738,66180,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"WHITING-TURNER CONTRACTING CO., THE",THE WHITING-TURNER CONTRACTING CO,21297,760598.83,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,TALBOT CO PUBLIC SCHOOLS (MSSEC),TALBOT COUNTY PUBLIC SCHOOLS,21601,427941.04,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,WGL ENERGY SERVICES,WGL ENERGY SERVICES INC,19101-5047,84063.28,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,POWERSCHOOL GROUP LLC,POWERSCHOOL GROUP LLC,94139-8408,251190.83,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,IXL LEARNING,IXL LEARNING,94404,40540,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,ELLEN G. ABRAMSON,ELLEN G. ABRAMSON,19130,36483.5,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MID SHORE COMMUNITY MEDIATION,MID SHORE COMMUNITY MEDIATION,21601,80750,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,REGIONAL TRAINING CENTER,REGIONAL TRAINING CENTER,07869,85284,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,YOUTH IN TRANSITION SCHOOL,YOUTH IN TRANSITION SCHOOL,21244,71870.06,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,ANDERSON FENCE,ANDERSON FENCE,21838,51883,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MARYLAND DEPT OF JUVENILE SERVICES,MARYLAND DEPARTMENT OF JUVENILE SERVICES,21201,57973.6,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"SPECIALIZED EDUCATION SERVICES, INC","SPECIALIZED EDUCATION SERVICES, INC",08103,1846086.4,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,JAMES COLLINS,JAMES COLLINS,21613,53004.16,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,CROPPER AND SON TRANSPORT,CROPPER AND SON TRANSPORT,21613,106481.92,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,SOLIANT HEALTH,SOLIANT HEALTH,31193-4411,587981.55,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,WILL BROWN'S TRUCK REPAIR,WILL BROWN'S TRUCK REPAIR,21613,40966.41,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"SCH TRANSPORTATION, LLC",SCH TRANSPORTATION LLC,21643,138318.57,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MSEA,MSEA,21401,319985.77,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,COKESBURY TRANSPORTATION LLC,COKESBURY TRANSPORTATION LLC,21659,306044.76,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX,85072,63020.12,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,FOLLETT SCHOOL SOLUTIONS,FOLLETT SCHOOL SOLUTIONS,60693-0918,47452.87,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"PROJECT LEAD THE WAY, INC.",PROJECT LEAD THE WAY INC,46240,81361.95,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"GARLAND/DBS, INC.","GARLAND/DBS, INC.",44105,265708.77,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,ADEX ELECTRICAL,ADEX ELECTRICAL,21632,29300,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"DALY COMPUTERS, INC","DALY COMPUTERS, INC",22116,37800,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,DATA NETWORKS INC.,DATA NETWORKS INC.,21275-9450,1856892.58,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,ILLUSTRATED MATHEMATICS,ILLUSTRATED MATHEMATICS,NA,213270,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,APEX LEARNING,APEX LEARNING,98161,149580,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,DORCHESTER COUNTY HEALTH DEPARTMENT,DORCHESTER COUNTY HEALTH DEPARTMENT,21613,735463,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,AMERICAN READING COMPANY,AMERICAN READING COMPANY,19406,286040,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MIDSHORE GRAPHICS,MIDSHORE GRAPHICS,21613,47539,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"CIT BANK, N.A.","CIT BANK, N.A.",60673-1211,44277.61,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,WGL ENERGY SERVICES,WGL ENERGY SERVICES INC,22102,446700.14,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"DATA MANAGEMENT, INC.","DATA MANAGEMENT, INC.",76904,34112.32,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,THE HARBOUR SCHOOL,THE HARBOUR SCHOOL,21122,82300,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,ZONAR SYSTEMS,ZONAR SYSTEMS,75320-1580,49747.95,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,EDGENUITY INC.,EDGENUITY INC,91185-4561,88778,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,HOUGHTON MIFFLIN CO.,HOUGHTON MIFFLIN CO.,60693,52294.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"E. S. HUBBERT & SON, INC.","E. S. HUBBERT & SON, INC.",21613,29895.44,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,DEMBYS TRANSPORTATION,DEMBYS TRANSPORTATION,21613,105974.85,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"SCHAUBER, INC.","SCHAUBER, INC.",21613,52647.6,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,DIANA L MITCHELL,DIANA L MITCHELL,20774,54000.64,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,STANDARD LIFE INSURANCE COMPANY,STANDARD LIFE INSURANCE COMPANY,97208-6367,94456.2,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,BANC OF AMERICA LEASING,BANK OF AMERICA,30384-0918,339570.67,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MCGRAW-HILL EDUCATION LLC,MCGRAW-HILL,60694-1545,42234.28,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,AMERICAN FIDELITY ASSURANCE CO,AMERICAN FIDELITY ASSURANCE,64121-9326,195194.08,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,AMERICAN FIDELITY ASSURANCE,AMERICAN FIDELITY ASSURANCE,73126-8805,493015.41,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"R. E. MICHEL COMPANY, INC.",R. E. MICHEL COMPANY INC,21203,31328.37,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,FLYNN MID ATLANTIC LP,FLYNN MID ATLANTIC LP,21090,216329,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"ENOME, INC.",ENOME INC,94401,104720,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,AMERICAN TRUCK & BUS INC.,AMERICAN TRUCK & BUS INC,21401,97365,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MARYLAND STATE RETIREMENT AGENCY,MARYLAND STATE RETIREMENT,21202-1600,106246.16,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,AVID CENTER,AVID CENTER,92123,63936,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,EMMAJANE OLINDE,EMMAJANE OLINDE,21826,26520,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,REPUBLIC SERVICES #425,REPUBLIC SERVICES #425,40290,68712.32,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,CAMBRIDGE-SOUTH DORCHESTER HIGH SCH,CAMBRIDGE-SOUTH DORCHESTER HIGH SCHOOL,21613,65847.43,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"QUADIENT FINANCE USA, INC.","QUADIENT FINANCE USA, INC.",60197-6813,40378.72,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,NORTH DORCHESTER HIGH SCHOOL,NORTH DORCHESTER HIGH SCHOOL,21643,52899.06,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,DORCHESTER CAREER & TECH CENTER,DORCHESTER CAREER & TECH CENTER,21613,49049.82,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"ARCADIA SOLAR, LLC",ARCADIA SOLAR LLC,55126,152960.8,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,THE HOME DEPOT PRO,THE HOME DEPOT PRO,30384-4468,68168.47,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,BROOKS CREEK CONSTRUCITON LLC,BROOKS CREEK CONSTRUCITON LLC,21613,60808.55,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,AMPLIFY,AMPLIFY,11201,191882.59,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"SGK CONTRACTING, INC","SGK CONTRACTING, INC",21224,458100,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"SIMPSON OF MARYLAND, INC.","SIMPSON OF MARYLAND, INC.",21076,168960,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,LEARNING SCIENCES INTERNATIONAL,LEARNING SCIENCES INTERNATIONAL,15717,39300,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,LEXIA LEARNING SYSTEMS LLC,LEXIA LEARNING SYSTEMS LLC,01742,537900,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,SHERETTA JENKINGS,SHERETTA JENKINGS,21631,54939.66,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MICROGRAPHIC EQUIPMENT DESIGN,MICROGRAPHIC EQUIPMENT DESIGN,21108,62629.08,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,THERAPY TRAVELERS,THERAPY TRAVELERS LLC,92809-9998,36933,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"TATE ENGINEERING SYSTEMS, INC.",TATE ENGINEERING SYSTEMS INC,21227,44482.71,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,XEROX CORPORATION,XEROX CORPORATION,19182-7598,269354.54,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MARYLAND STATE RETIREMENT SYSTEMS,MARYLAND STATE RETIREMENT,21202,1916058,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,CAREFIRST BLUE CROSS BLUE SHIELD,CAREFIRST BLUE CROSS BLUE SHIELD,19178-9747,8350511.66,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MUNICIPAL UTILITIES COMMISSION,MUNICIPAL UTILITIES COMMISSION,21613,51660.27,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,CHOPTANK ELECTRIC COOPERATIVE,CHOPTANK ELECTRIC COOPERATIVE INC,21629,30693.61,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,AERO ENERGY -(WISE OIL & FUEL),AERO ENERGY - WISE OIL & FUEL,17350,143264,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,VERIZON,VERIZON,12212-5124,29822.01,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,CLOVERLAND/GREEN SPRING DAIRY,CLOVERLAND GREEN SPRING DAIRY,02241-8952,43597.69,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,GAME TIME C/C CUNNINGHAM RECREATION,GAME TIME C/C CUNNINGHAM RECREATION,21658,539875.04,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,TALBOT CO. PUBLIC SCHOOLS,TALBOT COUNTY PUBLIC SCHOOLS,21601,35193,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,TGM GROUP  LLC,TGM GROUP LLC,21804,46700,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,STAPLES ADVANTAGE,STAPLES ADVANTAGE,19176-0242,156632.11,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"HOPKINS SALES CO., INC.",HOPKINS SALES CO INC,21601,76306.43,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,INACOM INFORMATION SYSTEMS,INACOM INFORMATION SYSTEMS,21804,86039.5,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,AERO ENERGY,AERO ENERGY,17350,272517.71,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,CAREFIRST BLUE CROSS BLUE SHIELD,CAREFIRST BLUE CROSS BLUE SHIELD,19178-9747,9027117.64,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"SPECIALIZED EDUCATION SERVICES, INC","SPECIALIZED EDUCATION SERVICES, INC",08103,2246587.04,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MARYLAND STATE RETIREMENT SYSTEMS,MARYLAND STATE RETIREMENT,21202,1926003,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"LABOR FIRST, LLC",LABOR FIRST LLC,08054,1678388.89,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,ARK SYSTEMS,ARK SYSTEMS INC,21045,1388509.12,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,DATA NETWORKS INC.,DATA NETWORKS INC.,21275-9450,1248978.5,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SYSCO EASTERN MARYLAND,SYSCO EASTERN MD,21851,801125.83,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,DORCHESTER COUNTY HEALTH DEPARTMENT,DORCHESTER COUNTY HEALTH DEPARTMENT,21613,775443,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,AMPLIFY,AMPLIFY,11201,630816.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,WGL ENERGY SERVICES,WGL ENERGY SERVICES INC,22102,517135.55,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,AMERICAN READING COMPANY,AMERICAN READING COMPANY,19406,464354,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,AMERICAN FIDELITY ASSURANCE,AMERICAN FIDELITY ASSURANCE,73126-8805,457326.73,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,NEWCOMB INC. - BUS,NEWCOMB INC. - BUS,21622,451594.81,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"TOLLEY,SHIRLEY - BUS","TOLLEY,SHIRLEY - BUS",21613,449969.86,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,DELMARVA POWER,DELMARVA POWER,19101,446582.5,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,TALBOT CO PUBLIC SCHOOLS (MSSEC),TALBOT COUNTY PUBLIC SCHOOLS,21601,443954.44,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,COKESBURY TRANSPORTATION LLC,COKESBURY TRANSPORTATION LLC,21659,433320.08,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,FASTENAL INDUST. & CONST. SUPPLIES,FASTENAL INDUSTRIAL & CONSTRUCTION SUPPLIES,55987-1286,406369.25,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,FLYNN MID ATLANTIC LP,FLYNN MID ATLANTIC LP,21090,394108.18,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SOLIANT HEALTH,SOLIANT HEALTH,31193-4411,382282.66,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"NIXON SR., VINCENT W.","NIXON SR., VINCENT W.",21643,362781.24,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,CURRICULUM ASSOCIATES INC.,CURRICULUM ASSOCIATES INC.,31193-6600,352425.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"GARLAND/DBS, INC.","GARLAND/DBS, INC.",44105,350179.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"SCH TRANSPORTATION, LLC",SCH TRANSPORTATION LLC,21643,345191.46,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,BANK OF AMERICA LEASING,BANK OF AMERICA,30384-0918,338992.67,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,BENEDICTINE SCHOOL,BENEDICTINE SCHOOL,21660,335826.15,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MSEA,MSEA,21401,310054.18,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MABE-WORKERS COMP SELF-INSUR FUND,MABE WORKERS COMP SELF INSURANCE,21401,309343,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,AERO ENERGY -(WISE OIL & FUEL),AERO ENERGY - WISE OIL & FUEL,17350,300422.44,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"CDW-G GOVERNMENT,INC",CDW GOVERNMENT,60675,296157.26,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,HOUGHTON MIFFLIN CO.,HOUGHTON MIFFLIN CO.,60693,293467.64,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MABE GROUP INSURANCE POOL,MABE GROUP INSURANCE POOL,21401,281359,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,XEROX CORPORATION,XEROX CORPORATION,19182-7598,277043.72,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,BAY COUNTRY COMMUNICATIONS INC.,BAY COUNTRY COMMUNICATIONS INC,21613,264342,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,STRYKE SECURITY INC,STRYKE SECURITY INC,92705,256000,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SCHUMAN,SCHUMAN,21666,252558.12,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"WHITING-TURNER CONTRACTING CO., THE",THE WHITING-TURNER CONTRACTING CO,21297,226259.27,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,POWERSCHOOL GROUP LLC,POWERSCHOOL GROUP LLC,94139-8408,210220.45,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,STAPLES ADVANTAGE,STAPLES ADVANTAGE,19176-0242,202285.02,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
